"Date","Price","Open","High","Low","Vol.","Change %"
"09/12/2022","110.21","105.00","108.10","102.02","15.39K","0.63%"
"09/09/2022","109.52","104.00","105.83","103.96","12.06K","1.11%"
"09/08/2022","108.32","106.61","108.50","106.61","0.01K","2.09%"
"09/07/2022","106.10","108.56","109.03","106.29","0.02K","-2.02%"
"09/06/2022","108.29","110.85","110.85","108.41","0.01K","-0.09%"
"09/02/2022","108.39","113.27","113.79","109.30","0.05K","-4.33%"
"09/01/2022","113.29","117.67","117.95","113.30","0.03K","-4.23%"
"08/31/2022","118.29","119.11","119.11","117.11","0.01K","0.70%"
"08/30/2022","117.47","119.47","119.47","117.13","0.04K","-3.73%"
"08/29/2022","122.02","121.43","121.61","120.84","0.01K","-0.08%"
"08/26/2022","122.12","119.33","122.18","119.32","0.05K","4.22%"
"08/25/2022","117.18","114.00","117.36","113.31","12.92K","-0.33%"
"08/24/2022","117.57","117.06","117.93","116.73","0.01K","1.13%"
"08/23/2022","116.26","116.00","116.69","116.00","0.01K","-1.38%"
"08/22/2022","117.89","121.04","121.43","121.04","0.00K","-1.55%"
"08/19/2022","119.75","115.81","118.60","115.39","0.01K","2.25%"
"08/18/2022","117.12","118.74","118.75","118.74","0.01K","-1.01%"
"08/17/2022","118.32","122.15","122.15","117.26","0.03K","-3.21%"
"08/16/2022","122.25","120.21","125.00","120.21","0.07K","2.35%"
"08/15/2022","119.44","116.06","119.44","116.06","0.02K","4.37%"
"08/12/2022","114.44","110.40","114.44","108.80","0.02K","3.62%"
"08/11/2022","110.44","106.94","110.40","106.91","0.02K","3.46%"
"08/10/2022","106.75","104.14","108.41","103.77","0.07K","2.11%"
"08/09/2022","104.54","101.33","104.73","101.24","0.03K","2.91%"
"08/08/2022","101.58","101.48","102.38","101.39","0.01K","-0.10%"
"08/05/2022","101.68","101.69","101.73","100.30","0.01K","1.56%"
"08/04/2022","100.12","100.29","100.29","99.78","0.01K","-0.24%"
"08/03/2022","100.36","100.86","100.86","100.48","0.01K","-0.51%"
"08/02/2022","100.87","99.81","102.37","98.00","0.01K","0.58%"
"08/01/2022","100.29","102.38","102.38","99.13","0.03K","-2.75%"
"07/29/2022","103.13","103.05","104.06","103.05","0.01K","0.74%"
"07/28/2022","102.37","100.64","102.85","100.64","0.04K","2.54%"
"07/27/2022","99.83","99.84","101.50","98.95","0.04K","0.14%"
"07/26/2022","99.69","97.51","99.84","95.02","0.08K","2.23%"
"07/25/2022","97.52","98.94","98.99","97.32","0.08K","-1.92%"
"07/22/2022","99.43","100.19","100.33","99.25","0.01K","-0.17%"
"07/21/2022","99.60","100.54","102.95","98.48","0.08K","-0.78%"
"07/20/2022","100.38","99.90","101.14","99.89","0.02K","0.18%"
"07/19/2022","100.20","100.57","100.78","97.44","0.02K","-0.22%"
"07/18/2022","100.42","97.07","100.82","97.07","0.01K","4.16%"
"07/15/2022","96.41","90.85","96.41","90.85","0.02K","5.47%"
"07/14/2022","91.41","95.19","95.20","91.41","0.06K","-4.19%"
"07/13/2022","95.41","98.00","98.00","94.26","0.04K","-3.08%"
"07/12/2022","98.44","101.21","101.21","98.63","0.01K","-3.90%"
"07/11/2022","102.44","104.00","104.09","101.20","0.01K","-0.17%"
"07/08/2022","102.61","100.35","102.78","98.76","0.09K","4.58%"
"07/07/2022","98.12","88.61","92.40","88.10","18.43K","3.62%"
"07/06/2022","94.69","93.45","94.13","88.50","31.59K","-5.01%"
"07/05/2022","99.68","97.40","97.47","93.48","19.60K","-3.86%"
"07/01/2022","103.68","109.00","109.00","109.00","0.00K","-0.25%"
"06/30/2022","103.94","104.00","105.00","104.00","0.03K","-0.33%"
"06/29/2022","104.28","103.00","105.00","103.00","0.00K","4.16%"
"06/28/2022","100.12","103.00","103.00","103.00","0.01K","-0.23%"
"06/27/2022","100.35","102.00","102.00","102.00","0.01K","-3.29%"
"06/24/2022","103.76","132.25","132.25","100.00","0.17K","-23.88%"
"06/23/2022","136.32","143.50","143.73","136.32","5.81K","-4.88%"
"06/22/2022","143.32","143.58","145.00","143.00","6.30K","-0.13%"
"06/21/2022","143.51","143.50","146.00","143.40","8.44K","0.04%"
"06/17/2022","143.45","143.57","145.88","143.18","5.11K","-0.06%"
"06/16/2022","143.53","143.51","147.50","143.45","6.84K","0.24%"
"06/15/2022","143.18","143.64","145.45","142.50","8.17K","-0.21%"
"06/14/2022","143.48","145.65","145.92","143.36","7.98K","-1.50%"
"06/13/2022","145.66","145.30","146.55","143.80","12.17K","0.41%"
"06/10/2022","145.06","146.92","147.70","144.50","25.75K","-0.99%"
"06/09/2022","146.51","140.30","146.62","139.57","16.93K","4.19%"
"06/08/2022","140.62","137.47","141.90","137.07","16.02K","2.68%"
"06/07/2022","136.95","137.74","138.47","136.10","18.34K","-0.57%"
"06/06/2022","137.74","139.48","141.59","136.96","15.55K","-0.32%"
"06/03/2022","138.18","139.14","140.70","136.06","11.95K","-0.67%"
"06/02/2022","139.11","136.10","140.64","134.12","15.86K","2.24%"
"06/01/2022","136.06","139.20","139.75","135.59","20.90K","-2.10%"
"05/31/2022","138.98","139.42","142.00","138.65","12.50K","-0.32%"
"05/27/2022","139.42","140.70","141.99","139.05","11.38K","-0.85%"
"05/26/2022","140.61","144.57","145.37","140.36","20.40K","-3.13%"
"05/25/2022","145.16","141.40","147.14","140.75","19.08K","2.56%"
"05/24/2022","141.54","142.75","142.82","140.68","13.33K","-0.85%"
"05/23/2022","142.75","142.61","144.95","140.83","12.40K","0.34%"
"05/20/2022","142.27","147.35","148.00","141.86","13.62K","-3.68%"
"05/19/2022","147.70","144.45","148.86","141.12","19.70K","2.24%"
"05/18/2022","144.47","148.94","149.17","143.16","16.38K","-2.69%"
"05/17/2022","148.46","150.52","151.95","148.25","14.82K","-1.45%"
"05/16/2022","150.65","145.66","150.97","145.66","15.68K","3.75%"
"05/13/2022","145.20","145.53","146.62","143.55","11.41K","-0.23%"
"05/12/2022","145.53","143.58","147.95","143.06","14.08K","1.34%"
"05/11/2022","143.60","143.18","144.96","142.36","12.97K","0.46%"
"05/10/2022","142.94","142.57","145.22","142.10","10.85K","0.01%"
"05/09/2022","142.93","143.48","148.17","142.61","17.05K","-2.68%"
"05/06/2022","146.87","148.11","148.67","143.39","","-3.39%"
"05/05/2022","152.02","154.28","155.15","148.76","","-3.80%"
"05/04/2022","158.02","150.07","155.93","149.14","","3.06%"
"05/03/2022","153.33","151.38","152.90","148.31","","-2.44%"
"05/02/2022","157.16","155.00","156.64","155.00","0.01K","3.17%"
"04/29/2022","152.33","155.00","155.15","154.76","0.00K","-0.49%"
"04/28/2022","153.08","142.47","147.68","140.79","","4.79%"
"04/27/2022","146.08","143.29","143.31","142.97","0.02K","2.49%"
"04/26/2022","142.53","141.93","142.33","141.18","0.01K","0.79%"
"04/25/2022","141.41","138.32","139.00","138.32","0.03K","1.40%"
"04/22/2022","139.46","138.60","141.43","136.40","1.58K","0.63%"
"04/21/2022","138.59","140.38","140.85","138.55","3.26K","-1.28%"
"04/20/2022","140.39","139.80","142.45","139.38","5.18K","0.51%"
"04/19/2022","139.68","144.80","145.61","139.02","12.02K","-3.50%"
"04/18/2022","144.74","142.00","145.34","142.00","5.54K","1.94%"
"04/14/2022","141.98","142.92","146.14","140.73","12.77K","-0.55%"
"04/13/2022","142.77","138.83","143.38","137.49","18.91K","3.08%"
"04/12/2022","138.51","135.24","139.25","135.18","20.85K","2.38%"
"04/11/2022","135.29","132.46","136.27","131.58","22.60K","2.18%"
"04/08/2022","132.41","133.40","134.59","132.30","25.58K","-0.59%"
"04/07/2022","133.20","135.85","136.46","132.87","26.17K","-1.84%"
"04/06/2022","135.69","137.68","138.44","135.14","22.04K","-1.34%"
"04/05/2022","137.53","137.93","140.45","136.86","16.02K","-0.30%"
"04/04/2022","137.94","134.60","138.60","134.60","12.88K","2.52%"
"04/01/2022","134.55","136.00","137.49","134.12","15.92K","-0.84%"
"03/31/2022","135.69","139.84","140.67","135.36","18.81K","-2.97%"
"03/30/2022","139.84","137.04","140.20","136.36","13.50K","2.21%"
"03/29/2022","136.81","139.58","141.59","136.68","17.77K","-1.63%"
"03/28/2022","139.07","135.70","141.80","134.05","27.20K","2.33%"
"03/25/2022","135.90","130.90","135.90","130.90","15.24K","3.82%"
"03/24/2022","130.90","130.04","131.61","129.36","13.52K","0.67%"
"03/23/2022","130.03","130.20","132.96","129.86","12.69K","-0.01%"
"03/22/2022","130.04","130.26","130.45","128.12","11.12K","0.02%"
"03/21/2022","130.01","127.34","131.71","127.10","22.80K","2.48%"
"03/18/2022","126.86","121.86","126.86","121.84","18.97K","4.10%"
"03/17/2022","121.86","119.80","122.67","119.63","11.66K","1.72%"
"03/16/2022","119.80","118.50","121.49","118.16","10.03K","1.01%"
"03/15/2022","118.60","118.77","119.76","117.05","14.65K","-0.14%"
"03/14/2022","118.77","121.03","121.26","117.65","13.73K","-1.87%"
"03/11/2022","121.03","117.10","121.73","116.92","18.29K","3.57%"
"03/10/2022","116.86","117.47","118.47","116.67","9.16K","-3.95%"
"03/09/2022","121.67","118.78","119.14","117.16","","-0.41%"
"03/08/2022","122.17","121.24","122.00","121.24","0.00K","1.25%"
"03/07/2022","120.66","119.30","120.79","119.30","0.05K","0.38%"
"03/04/2022","120.20","123.75","123.75","120.40","0.01K","-2.71%"
"03/03/2022","123.55","123.45","123.83","123.45","0.01K","1.24%"
"03/02/2022","122.04","124.57","125.28","121.64","0.03K","-3.41%"
"03/01/2022","126.35","121.62","128.00","121.62","0.02K","3.08%"
"02/28/2022","122.57","123.11","123.12","123.11","0.02K","0.37%"
"02/25/2022","122.12","120.00","122.21","120.00","0.01K","-0.38%"
"02/24/2022","122.59","123.45","125.33","122.70","0.02K","0.16%"
"02/23/2022","122.40","121.85","122.50","120.58","0.05K","1.07%"
"02/22/2022","121.11","121.63","121.70","119.70","0.28K","-1.53%"
"02/18/2022","122.99","121.93","124.19","121.93","6.20K","0.87%"
"02/17/2022","121.93","122.26","122.72","121.43","6.76K","0.02%"
"02/16/2022","121.91","123.04","123.28","121.56","10.00K","-0.92%"
"02/15/2022","123.04","123.19","123.45","122.50","9.77K","0.09%"
"02/14/2022","122.93","125.28","125.47","121.62","16.36K","-1.88%"
"02/11/2022","125.28","125.60","126.41","124.92","22.28K","-0.30%"
"02/10/2022","125.66","126.45","127.26","125.50","21.94K","-0.61%"
"02/09/2022","126.43","127.07","127.37","125.83","22.20K","-0.57%"
"02/08/2022","127.15","125.57","127.32","125.05","23.18K","1.26%"
"02/07/2022","125.57","126.76","126.94","125.35","24.55K","-0.92%"
"02/04/2022","126.74","127.70","128.83","125.70","21.68K","-0.69%"
"02/03/2022","127.62","126.20","127.70","125.27","18.19K","1.02%"
"02/02/2022","126.33","127.46","128.45","125.87","15.46K","-0.79%"
"02/01/2022","127.33","127.45","129.37","124.60","25.49K","-0.19%"
"01/31/2022","127.57","123.76","127.71","123.25","19.57K","3.08%"
"01/28/2022","123.76","121.80","125.60","120.01","22.80K","1.75%"
"01/27/2022","121.63","121.92","122.14","120.85","10.74K","-0.57%"
"01/26/2022","122.33","120.93","122.69","120.77","12.47K","1.17%"
"01/25/2022","120.92","120.40","121.44","120.05","13.36K","0.45%"
"01/24/2022","120.38","121.20","122.50","119.20","17.64K","-0.31%"
"01/21/2022","120.75","121.86","122.88","120.67","15.82K","-1.73%"
"01/20/2022","122.87","123.98","124.78","122.11","13.29K","-0.87%"
"01/19/2022","123.95","121.09","124.78","120.91","17.24K","2.37%"
"01/18/2022","121.08","119.77","121.37","119.05","15.84K","1.15%"
"01/14/2022","119.70","116.95","119.90","116.26","12.65K","2.45%"
"01/13/2022","116.84","117.65","118.45","116.44","14.04K","-0.68%"
"01/12/2022","117.64","115.90","118.99","115.70","18.91K","1.40%"
"01/11/2022","116.02","115.08","116.58","115.00","10.67K","0.69%"
"01/10/2022","115.22","115.13","116.38","114.82","13.65K","0.09%"
"01/07/2022","115.12","114.96","116.86","114.80","12.58K","0.35%"
"01/06/2022","114.72","115.75","116.13","114.60","12.44K","-1.34%"
"01/05/2022","116.28","116.26","117.66","115.51","12.21K","-0.09%"
"01/04/2022","116.39","113.43","117.68","113.37","17.43K","2.79%"
"01/03/2022","113.23","112.76","114.61","112.76","8.19K","-0.35%"
"01/02/2022","113.63","113.63","113.63","113.63","","0.91%"
"12/31/2021","112.60","114.00","114.49","112.36","7.80K","-1.52%"
"12/30/2021","114.34","112.99","115.33","112.00","10.99K","1.19%"
"12/29/2021","112.99","110.05","113.96","110.00","12.20K","2.67%"
"12/28/2021","110.05","112.12","112.67","109.75","9.56K","-1.99%"
"12/27/2021","112.28","108.91","112.69","108.51","11.08K","2.90%"
"12/23/2021","109.12","108.65","109.45","108.21","5.72K","0.27%"
"12/22/2021","108.83","107.03","109.35","106.57","9.28K","1.45%"
"12/21/2021","107.27","105.78","108.35","105.72","9.67K","1.64%"
"12/20/2021","105.54","107.69","107.69","104.27","14.24K","-1.64%"
"12/17/2021","107.30","109.22","109.40","106.94","12.21K","-2.17%"
"12/16/2021","109.68","105.88","109.79","105.88","17.27K","3.68%"
"12/15/2021","105.79","105.90","106.63","105.45","9.66K","-0.10%"
"12/14/2021","105.90","106.72","107.04","105.64","8.78K","-0.85%"
"12/13/2021","106.81","106.23","107.82","106.01","9.15K","0.55%"
"12/10/2021","106.23","106.29","107.11","105.72","9.02K","-0.34%"
"12/09/2021","106.59","106.29","107.00","105.01","10.13K","-4.45%"
"12/08/2021","111.55","106.26","106.83","105.22","","0.25%"
"12/07/2021","111.27","111.93","112.15","111.39","0.01K","-0.66%"
"12/06/2021","112.01","110.55","110.55","110.55","0.00K","2.48%"
"12/03/2021","109.30","108.90","110.59","108.90","0.02K","0.37%"
"12/02/2021","108.90","110.05","110.05","109.45","0.00K","-0.45%"
"12/01/2021","109.39","110.97","113.25","110.41","0.01K","-2.02%"
"11/30/2021","111.65","116.40","116.40","111.50","0.05K","-4.29%"
"11/29/2021","116.65","118.03","118.20","116.01","0.03K","0.04%"
"11/26/2021","116.60","117.50","118.50","114.97","0.10K","-3.14%"
"11/24/2021","120.38","119.83","120.78","119.49","0.09K","0.02%"
"11/23/2021","120.36","117.65","120.63","116.80","0.21K","2.25%"
"11/22/2021","117.71","118.93","119.46","117.50","2.85K","-1.27%"
"11/19/2021","119.22","117.62","120.29","117.21","4.63K","1.39%"
"11/18/2021","117.59","119.70","120.49","117.10","6.54K","-1.76%"
"11/17/2021","119.70","117.91","121.63","117.61","8.45K","1.46%"
"11/16/2021","117.98","117.85","118.41","117.07","11.99K","0.31%"
"11/15/2021","117.62","117.65","118.19","116.50","9.02K","-0.06%"
"11/12/2021","117.69","118.65","118.91","116.53","23.52K","-0.72%"
"11/11/2021","118.54","118.82","119.21","117.54","18.16K","-0.12%"
"11/10/2021","118.68","118.84","120.75","118.45","20.21K","-0.59%"
"11/09/2021","119.38","116.55","120.50","116.20","22.19K","2.43%"
"11/08/2021","116.55","117.20","118.38","116.32","19.42K","-0.27%"
"11/05/2021","116.87","116.70","117.57","115.77","21.72K","0.35%"
"11/04/2021","116.46","118.59","118.59","116.19","20.16K","-1.99%"
"11/03/2021","118.82","117.50","119.47","115.75","23.91K","1.34%"
"11/02/2021","117.25","120.36","121.67","116.68","26.53K","-2.16%"
"11/01/2021","119.84","115.14","119.85","115.07","38.04K","4.34%"
"10/29/2021","114.85","113.75","115.15","112.15","22.84K","0.98%"
"10/28/2021","113.73","110.56","114.20","109.50","21.37K","2.90%"
"10/27/2021","110.52","108.81","110.95","107.66","16.86K","1.66%"
"10/26/2021","108.71","108.53","109.55","108.34","11.80K","0.16%"
"10/25/2021","108.54","107.84","110.14","107.70","11.65K","0.26%"
"10/22/2021","108.26","106.29","109.05","106.24","13.64K","2.00%"
"10/21/2021","106.14","110.42","111.35","105.88","20.95K","-4.15%"
"10/20/2021","110.73","107.35","111.00","106.50","16.19K","2.69%"
"10/19/2021","107.83","107.13","108.37","105.25","14.64K","0.74%"
"10/18/2021","107.04","107.24","109.69","105.41","15.93K","-0.27%"
"10/15/2021","107.33","107.45","111.10","106.45","27.34K","0.21%"
"10/14/2021","107.10","104.00","107.86","103.91","20.79K","3.12%"
"10/13/2021","103.86","106.38","106.40","103.50","25.10K","-2.37%"
"10/12/2021","106.38","109.42","112.89","106.07","24.52K","-3.11%"
"10/11/2021","109.79","110.00","110.93","107.35","22.84K","-0.73%"
"10/08/2021","110.60","111.61","116.48","110.33","32.34K","-2.68%"
"10/07/2021","113.65","111.22","113.76","108.65","","0.49%"
"10/06/2021","113.10","110.44","113.93","109.23","","1.96%"
"10/05/2021","110.93","105.12","108.93","105.09","","3.74%"
"10/04/2021","106.93","104.53","106.83","103.65","","0.38%"
"10/01/2021","106.53","105.80","107.28","104.35","","-1.18%"
"09/30/2021","107.80","102.06","105.92","102.00","","3.71%"
"09/29/2021","103.94","101.91","101.91","101.91","0.00K","3.00%"
"09/28/2021","100.91","97.95","101.50","97.66","","2.02%"
"09/27/2021","98.91","96.03","99.85","96.03","","2.13%"
"09/24/2021","96.85","92.61","96.15","92.12","","3.79%"
"09/23/2021","93.31","92.14","92.14","92.14","0.00K","1.61%"
"09/22/2021","91.83","92.04","92.11","91.78","0.05K","0.71%"
"09/21/2021","91.18","89.79","91.88","89.79","0.05K","1.44%"
"09/20/2021","89.89","92.37","92.85","90.53","0.06K","-3.68%"
"09/17/2021","93.32","93.12","93.28","93.11","0.02K","-0.10%"
"09/16/2021","93.41","95.54","95.54","93.40","0.05K","-1.33%"
"09/15/2021","94.67","94.77","94.77","94.64","0.01K","-0.31%"
"09/14/2021","94.96","94.51","95.10","93.72","0.06K","0.58%"
"09/13/2021","94.41","94.18","94.18","94.18","0.00K","-0.86%"
"09/10/2021","95.23","94.76","95.31","93.50","0.03K","0.71%"
"09/09/2021","94.56","95.59","95.59","94.55","0.01K","-0.67%"
"09/08/2021","95.20","95.84","96.12","95.84","0.00K","-0.22%"
"09/07/2021","95.41","95.90","95.90","95.88","0.01K","-0.22%"
"09/03/2021","95.62","95.50","95.50","95.38","0.01K","0.50%"
"09/02/2021","95.14","92.27","93.75","92.22","","1.05%"
"09/01/2021","94.15","94.10","95.25","93.89","0.04K","0.26%"
"08/31/2021","93.91","95.26","95.26","94.46","0.01K","-1.78%"
"08/30/2021","95.61","96.01","96.08","95.53","0.01K","-0.69%"
"08/27/2021","96.27","95.19","96.31","95.15","0.01K","0.95%"
"08/26/2021","95.36","95.66","95.66","95.32","0.01K","-0.61%"
"08/25/2021","95.95","95.87","96.21","95.65","0.01K","0.20%"
"08/24/2021","95.76","94.39","95.88","93.09","0.01K","1.29%"
"08/23/2021","94.54","94.87","95.02","94.37","0.02K","0.68%"
"08/20/2021","93.90","92.78","94.54","92.78","0.01K","0.46%"
"08/19/2021","93.47","95.24","95.49","93.27","0.02K","-2.15%"
"08/18/2021","95.52","95.44","96.32","94.39","0.04K","-0.19%"
"08/17/2021","95.70","95.81","97.33","95.18","0.04K","0.90%"
"08/16/2021","94.85","94.98","95.00","94.58","0.01K","-0.38%"
"08/13/2021","95.21","93.20","95.50","93.20","0.04K","1.54%"
"08/12/2021","93.77","91.79","94.10","91.56","0.03K","2.32%"
"08/11/2021","91.64","92.63","92.69","92.48","0.01K","-1.19%"
"08/10/2021","92.74","91.85","92.86","91.82","0.01K","1.58%"
"08/09/2021","91.30","92.14","92.14","90.70","0.05K","-1.21%"
"08/06/2021","92.42","91.14","92.44","91.14","0.05K","1.37%"
"08/05/2021","91.17","90.38","91.41","90.38","0.04K","0.50%"
"08/04/2021","90.72","90.69","91.02","90.44","0.04K","0.47%"
"08/03/2021","90.30","89.84","90.20","89.64","0.02K","0.26%"
"08/02/2021","90.07","90.09","90.69","89.75","0.01K","0.27%"
"07/30/2021","89.83","90.43","90.43","89.26","0.05K","-1.02%"
"07/29/2021","90.76","91.30","91.43","90.41","0.03K","-0.17%"
"07/28/2021","90.91","91.00","91.51","90.79","0.04K","0.19%"
"07/27/2021","90.74","90.70","91.00","90.45","0.04K","0.50%"
"07/26/2021","90.29","89.57","90.38","88.65","0.02K","-0.03%"
"07/23/2021","90.32","90.62","90.63","89.73","0.02K","0.06%"
"07/22/2021","90.27","89.31","90.63","89.31","0.02K","1.32%"
"07/21/2021","89.09","88.47","88.92","88.47","0.01K","0.25%"
"07/20/2021","88.87","87.88","89.35","87.57","0.02K","2.02%"
"07/19/2021","87.11","90.55","90.55","86.94","0.21K","-3.96%"
"07/16/2021","90.70","89.65","90.68","89.65","0.01K","0.96%"
"07/15/2021","89.84","90.43","90.73","90.05","0.04K","-0.81%"
"07/14/2021","90.57","89.50","90.33","89.50","0.07K","2.03%"
"07/13/2021","88.77","88.67","88.67","88.67","0.01K","0.34%"
"07/12/2021","88.47","88.10","88.41","88.00","0.01K","0.55%"
"07/09/2021","87.99","86.99","88.00","86.99","0.01K","2.46%"
"07/08/2021","85.88","87.62","87.68","86.31","","-0.87%"
"07/07/2021","86.63","87.28","87.94","86.61","","0.29%"
"07/06/2021","86.38","87.79","88.88","86.09","","0.41%"
"07/02/2021","86.03","86.12","87.15","85.89","","1.20%"
"07/01/2021","85.01","85.19","86.81","84.93","","1.17%"
"06/30/2021","84.03","85.20","85.20","85.20","0.00K","-2.84%"
"06/29/2021","86.49","88.25","88.34","87.06","","-0.20%"
"06/28/2021","86.66","85.17","85.17","85.17","0.00K","0.27%"
"06/25/2021","86.43","86.89","87.54","86.69","","0.46%"
"06/24/2021","86.03","85.28","86.27","85.28","0.10K","-0.50%"
"06/23/2021","86.46","84.50","86.66","84.20","2.44K","2.66%"
"06/22/2021","84.22","83.89","84.85","83.60","2.80K","0.15%"
"06/21/2021","84.09","84.35","84.50","83.60","3.67K","-0.39%"
"06/18/2021","84.42","84.14","85.20","84.11","3.97K","0.30%"
"06/17/2021","84.17","85.15","85.48","83.65","6.06K","-1.36%"
"06/16/2021","85.33","85.45","85.95","84.56","5.80K","0.06%"
"06/15/2021","85.28","84.90","85.60","84.14","8.54K","0.39%"
"06/14/2021","84.95","87.00","87.00","83.10","16.25K","-2.36%"
"06/11/2021","87.00","87.20","87.74","86.61","17.98K","-0.41%"
"06/10/2021","87.36","86.55","87.45","85.79","17.67K","0.85%"
"06/09/2021","86.62","85.86","86.77","85.22","13.24K","1.74%"
"06/08/2021","85.14","84.50","85.90","84.26","15.85K","0.92%"
"06/07/2021","84.36","85.83","86.50","84.10","15.77K","-1.68%"
"06/04/2021","85.80","84.21","86.34","83.58","19.09K","1.89%"
"06/03/2021","84.21","83.94","84.62","83.55","13.16K","0.53%"
"06/02/2021","83.77","84.07","84.56","83.30","14.99K","-0.57%"
"06/01/2021","84.25","82.39","84.85","82.30","18.12K","2.59%"
"05/28/2021","82.12","82.61","82.91","81.93","11.37K","-0.59%"
"05/27/2021","82.61","82.46","82.78","81.65","11.40K","0.21%"
"05/26/2021","82.44","82.70","83.13","81.85","10.34K","-0.33%"
"05/25/2021","82.71","82.60","83.53","82.40","13.43K","-0.13%"
"05/24/2021","82.82","82.70","82.93","82.12","9.20K","0.00%"
"05/21/2021","82.82","81.53","83.97","81.53","15.50K","1.58%"
"05/20/2021","81.53","83.23","83.79","81.50","21.35K","-1.68%"
"05/19/2021","82.92","84.19","84.26","82.16","15.98K","-1.30%"
"05/18/2021","84.01","82.32","84.30","82.32","14.84K","2.05%"
"05/17/2021","82.32","82.70","83.57","82.00","16.94K","-0.13%"
"05/14/2021","82.43","84.98","86.25","82.10","22.93K","-3.00%"
"05/13/2021","84.98","88.27","88.27","84.75","23.55K","-3.68%"
"05/12/2021","88.23","87.69","89.74","87.44","15.26K","0.55%"
"05/11/2021","87.75","88.18","88.85","87.35","12.05K","-0.81%"
"05/10/2021","88.47","89.40","89.67","87.07","15.08K","-1.33%"
"05/07/2021","89.66","90.80","91.00","88.52","15.72K","0.20%"
"05/06/2021","89.48","87.66","90.87","87.51","","3.77%"
"05/05/2021","86.23","85.29","86.49","85.29","0.00K","0.07%"
"05/04/2021","86.17","86.40","86.40","86.40","0.00K","-1.19%"
"05/03/2021","87.21","88.66","89.16","87.52","","-0.25%"
"04/30/2021","87.43","87.59","87.59","87.51","0.00K","1.79%"
"04/29/2021","85.89","88.25","88.25","87.56","0.00K","-3.21%"
"04/28/2021","88.74","91.09","91.12","88.66","","-1.48%"
"04/27/2021","90.07","87.64","88.90","87.64","0.01K","2.52%"
"04/26/2021","87.86","88.40","88.40","87.39","0.01K","0.40%"
"04/23/2021","87.51","84.60","87.73","84.60","1.70K","3.39%"
"04/22/2021","84.64","85.00","85.79","84.28","3.16K","-0.22%"
"04/21/2021","84.83","83.95","84.86","83.50","2.64K","1.27%"
"04/20/2021","83.77","83.49","84.60","83.49","5.17K","0.61%"
"04/19/2021","83.26","83.81","85.04","83.12","8.36K","-0.54%"
"04/16/2021","83.71","84.78","85.10","83.59","8.03K","-1.54%"
"04/15/2021","85.02","84.17","85.23","83.49","16.04K","0.97%"
"04/14/2021","84.20","81.70","84.33","81.39","16.85K","2.91%"
"04/13/2021","81.82","80.14","81.97","79.84","23.10K","2.10%"
"04/12/2021","80.14","82.40","82.59","80.02","22.02K","-2.74%"
"04/09/2021","82.40","81.33","83.43","81.27","20.74K","1.22%"
"04/08/2021","81.41","79.80","81.94","79.60","20.68K","2.40%"
"04/07/2021","79.50","79.22","80.64","78.84","18.19K","0.35%"
"04/06/2021","79.22","77.70","80.88","77.70","21.90K","1.72%"
"04/05/2021","77.88","78.75","79.60","77.65","10.99K","-0.09%"
"04/01/2021","77.95","80.75","81.52","77.75","22.21K","-3.62%"
"03/31/2021","80.88","80.70","81.40","78.60","20.61K","0.30%"
"03/30/2021","80.64","80.48","81.20","79.82","10.76K","0.19%"
"03/29/2021","80.49","80.74","80.85","79.93","11.47K","0.14%"
"03/26/2021","80.38","78.24","81.13","77.12","22.03K","2.47%"
"03/25/2021","78.44","82.40","82.81","78.44","30.35K","-4.85%"
"03/24/2021","82.44","83.53","83.71","81.91","15.54K","-1.30%"
"03/23/2021","83.53","84.59","84.87","83.35","10.23K","-1.29%"
"03/22/2021","84.62","84.95","85.16","84.17","7.59K","-0.07%"
"03/19/2021","84.68","85.74","85.78","83.65","14.63K","-0.90%"
"03/18/2021","85.45","86.62","87.38","85.35","10.12K","-1.23%"
"03/17/2021","86.51","86.92","87.54","86.22","7.62K","-0.47%"
"03/16/2021","86.92","86.65","87.53","86.12","9.44K","0.23%"
"03/15/2021","86.72","87.87","87.87","85.58","11.77K","-0.96%"
"03/12/2021","87.56","88.35","88.49","85.95","13.02K","-0.89%"
"03/11/2021","88.35","85.22","88.56","85.01","17.09K","3.67%"
"03/10/2021","85.22","84.32","86.59","82.87","23.35K","2.96%"
"03/09/2021","82.77","87.92","88.18","84.32","","-4.61%"
"03/08/2021","86.77","88.99","89.28","87.24","","0.65%"
"03/05/2021","86.21","86.75","87.88","85.67","","0.72%"
"03/04/2021","85.59","88.75","89.38","86.66","","-1.51%"
"03/03/2021","86.90","91.02","91.12","88.18","","-2.84%"
"03/02/2021","89.44","89.70","89.70","89.70","0.00K","-0.91%"
"03/01/2021","90.26","88.48","88.48","88.48","0.01K","2.78%"
"02/26/2021","87.82","87.88","87.88","87.81","0.01K","-0.48%"
"02/25/2021","88.24","91.89","92.95","89.44","0.10K","-4.43%"
"02/24/2021","92.33","92.59","94.15","92.14","","1.05%"
"02/23/2021","91.37","91.38","91.48","90.50","0.02K","0.51%"
"02/22/2021","90.91","89.00","90.77","89.00","0.17K","2.20%"
"02/19/2021","88.95","88.75","89.36","88.07","2.67K","0.25%"
"02/18/2021","88.73","88.36","89.23","88.00","5.40K","0.42%"
"02/17/2021","88.36","88.01","88.49","87.58","6.12K","0.27%"
