"Date","Price","Open","High","Low","Vol.","Change %"
"08/03/2022","100.20","99.77","100.20","99.15","5.34M","0.67%"
"08/02/2022","99.53","98.30","100.02","98.11","5.14M","0.98%"
"08/01/2022","98.56","99.27","99.68","98.14","6.62M","-0.75%"
"07/29/2022","99.30","99.29","100.38","98.95","5.90M","0.20%"
"07/28/2022","99.10","98.01","99.10","97.42","6.32M","1.30%"
"07/27/2022","97.83","96.77","97.94","96.46","4.28M","1.75%"
"07/26/2022","96.15","96.88","97.16","95.85","4.75M","-0.62%"
"07/25/2022","96.75","96.31","96.93","96.03","4.18M","1.39%"
"07/22/2022","95.42","95.79","96.16","94.82","5.02M","0.07%"
"07/21/2022","95.35","93.99","95.53","93.62","7.73M","0.42%"
"07/20/2022","94.95","94.20","94.95","93.84","7.55M","0.26%"
"07/19/2022","94.70","93.72","94.84","93.57","12.09M","1.42%"
"07/18/2022","93.37","94.00","94.82","93.20","8.24M","0.11%"
"07/15/2022","93.27","92.88","93.58","91.90","7.76M","0.78%"
"07/14/2022","92.55","93.03","93.11","92.09","9.71M","-2.07%"
"07/13/2022","94.51","94.20","95.45","93.95","5.76M","-0.41%"
"07/12/2022","94.90","94.27","95.29","93.83","8.19M","0.11%"
"07/11/2022","94.80","95.36","95.76","94.35","7.30M","-2.15%"
"07/08/2022","96.88","97.52","98.00","96.39","6.33M","-0.51%"
"07/07/2022","97.38","96.62","97.91","96.58","8.34M","2.05%"
"07/06/2022","95.42","94.58","95.66","93.97","6.34M","0.65%"
"07/05/2022","94.80","94.42","94.92","93.06","7.25M","-0.42%"
"07/04/2022","95.20","94.99","95.87","94.75","6.04M","-0.45%"
"07/01/2022","95.63","94.36","95.85","93.81","7.25M","0.66%"
"06/30/2022","95.00","94.50","95.79","94.26","8.32M","-1.04%"
"06/29/2022","96.00","97.37","97.66","95.65","4.84M","-1.08%"
"06/28/2022","97.05","98.07","98.63","96.37","7.65M","-0.31%"
"06/27/2022","97.35","96.06","97.66","95.80","8.07M","1.97%"
"06/24/2022","95.47","95.55","95.89","94.51","14.39M","0.86%"
"06/23/2022","94.66","96.46","96.79","94.38","6.55M","-1.43%"
"06/22/2022","96.03","95.24","96.89","94.65","8.04M","-0.38%"
"06/21/2022","96.40","97.07","97.49","95.60","6.97M","0.11%"
"06/20/2022","96.29","96.20","96.87","94.83","7.18M","0.08%"
"06/17/2022","96.21","97.59","97.59","94.91","21.18M","-3.19%"
"06/15/2022","99.38","99.61","100.32","98.30","10.16M","1.04%"
"06/14/2022","98.36","99.22","99.58","97.63","9.88M","-0.77%"
"06/13/2022","99.12","100.10","100.23","98.07","15.06M","-2.65%"
"06/10/2022","101.82","102.40","102.55","100.87","10.69M","-1.79%"
"06/09/2022","103.68","104.19","104.74","103.23","8.34M","-0.88%"
"06/08/2022","104.60","105.23","106.25","104.19","7.98M","-1.46%"
"06/07/2022","106.15","105.88","106.54","105.47","5.19M","-0.25%"
"06/06/2022","106.42","107.61","108.02","106.06","4.55M","-0.99%"
"06/03/2022","107.48","107.90","107.90","106.97","8.97M","-0.88%"
"06/02/2022","108.43","108.35","108.75","107.20","4.66M","0.89%"
"06/01/2022","107.47","107.33","107.99","106.77","4.55M","0.27%"
"05/31/2022","107.18","107.74","107.93","106.67","3.00M","0.24%"
"05/30/2022","106.92","108.70","108.73","106.64","3.01M","-0.91%"
"05/27/2022","107.90","107.73","108.43","107.55","5.09M","-0.11%"
"05/26/2022","108.02","106.67","108.09","106.35","4.37M","1.28%"
"05/25/2022","106.66","106.19","107.04","105.68","5.69M","0.02%"
"05/24/2022","106.64","105.24","106.71","104.50","7.91M","-0.11%"
"05/23/2022","106.76","105.47","106.76","105.12","6.86M","2.01%"
"05/20/2022","104.66","104.50","104.88","103.47","8.06M","1.53%"
"05/19/2022","103.08","102.41","103.50","102.39","9.82M","0.85%"
"05/18/2022","102.21","104.78","104.78","102.15","8.97M","-2.56%"
"05/17/2022","104.90","105.55","105.70","104.37","4.26M","0.48%"
"05/16/2022","104.40","103.36","104.82","102.97","8.75M","1.07%"
"05/13/2022","103.29","102.34","103.87","102.26","8.33M","1.23%"
"05/12/2022","102.04","100.00","102.04","99.74","8.36M","1.39%"
"05/11/2022","100.64","99.61","101.48","99.61","9.11M","1.41%"
"05/10/2022","99.24","100.16","100.39","98.63","5.84M","-0.44%"
"05/09/2022","99.68","99.80","100.68","99.02","8.11M","-1.53%"
"05/06/2022","101.23","101.52","102.43","100.10","12.54M","-0.27%"
"05/05/2022","101.50","103.19","103.20","100.12","12.35M","-2.76%"
"05/04/2022","104.38","101.97","104.57","101.10","8.72M","1.62%"
"05/03/2022","102.72","102.85","103.25","102.09","8.41M","0.00%"
"05/02/2022","102.72","103.67","103.96","101.30","9.74M","-0.66%"
"04/29/2022","103.40","107.29","107.73","103.40","6.94M","-2.32%"
"04/28/2022","105.86","106.06","106.66","104.82","5.76M","0.32%"
"04/27/2022","105.52","105.93","106.11","105.00","8.77M","1.19%"
"04/26/2022","104.28","105.90","106.17","104.05","6.68M","-2.32%"
"04/25/2022","106.76","105.78","107.11","105.24","5.77M","0.01%"
"04/22/2022","106.75","109.37","109.37","106.50","7.66M","-3.00%"
"04/20/2022","110.05","110.52","110.75","109.73","3.65M","-0.78%"
"04/19/2022","110.92","110.76","111.17","110.06","4.18M","-0.48%"
"04/18/2022","111.46","111.62","111.98","110.92","3.82M","-0.17%"
"04/14/2022","111.65","112.00","112.46","111.30","3.07M","-0.77%"
"04/13/2022","112.52","112.60","113.02","111.97","4.57M","0.67%"
"04/12/2022","111.77","113.97","114.18","111.77","3.77M","-0.71%"
"04/11/2022","112.57","112.85","113.37","112.50","3.49M","-1.24%"
"04/08/2022","113.98","113.95","114.49","113.12","3.84M","-0.58%"
"04/07/2022","114.65","113.27","114.90","113.01","4.45M","0.68%"
"04/06/2022","113.87","114.12","114.31","112.48","8.64M","-0.56%"
"04/05/2022","114.51","116.71","117.10","114.38","7.42M","-1.96%"
"04/04/2022","116.80","116.85","117.06","116.28","2.21M","-0.34%"
"04/01/2022","117.20","116.58","117.22","116.56","5.89M","1.38%"
"03/31/2022","115.60","115.91","116.45","115.57","4.82M","-0.26%"
"03/30/2022","115.90","115.80","116.10","115.33","4.03M","0.13%"
"03/29/2022","115.75","115.82","116.42","115.10","8.80M","1.08%"
"03/28/2022","114.51","114.89","114.98","113.66","5.09M","-0.21%"
"03/25/2022","114.75","115.00","115.24","114.14","7.49M","0.01%"
"03/24/2022","114.74","113.35","114.86","112.80","7.51M","1.63%"
"03/23/2022","112.90","113.13","113.85","112.70","8.69M","-0.18%"
"03/22/2022","113.10","112.67","113.26","112.54","5.97M","1.04%"
"03/21/2022","111.94","111.19","112.00","110.94","11.11M","1.09%"
"03/18/2022","110.73","108.54","111.02","108.27","9.43M","1.87%"
"03/17/2022","108.70","107.46","108.87","106.90","8.81M","1.46%"
"03/16/2022","107.14","106.00","107.14","105.07","12.25M","2.14%"
"03/15/2022","104.90","105.01","105.57","103.84","9.66M","-1.08%"
"03/14/2022","106.04","108.19","108.37","105.64","4.93M","-1.54%"
"03/11/2022","107.70","110.13","110.30","107.16","6.80M","-1.55%"
"03/10/2022","109.40","109.07","109.44","107.71","7.10M","-0.35%"
"03/09/2022","109.78","108.02","109.86","107.59","8.50M","2.32%"
"03/08/2022","107.29","107.88","108.29","106.92","12.91M","0.17%"
"03/07/2022","107.11","110.00","110.32","106.95","10.73M","-2.98%"
"03/04/2022","110.40","110.66","110.79","109.26","7.76M","-0.56%"
"03/03/2022","111.02","111.09","111.66","110.80","6.04M","-0.07%"
"03/02/2022","111.10","110.20","111.16","109.32","4.66M","2.02%"
"02/25/2022","108.90","107.05","108.90","106.55","6.77M","1.32%"
"02/24/2022","107.48","105.24","107.50","105.10","12.75M","-0.09%"
"02/23/2022","107.58","109.03","109.60","107.58","7.20M","-1.30%"
"02/22/2022","109.00","108.91","109.19","108.11","6.16M","1.44%"
"02/21/2022","107.45","108.95","109.18","107.45","7.11M","-0.98%"
"02/18/2022","108.51","109.86","109.96","108.44","7.63M","-0.54%"
"02/17/2022","109.10","110.58","110.87","109.10","7.64M","-1.51%"
"02/16/2022","110.77","111.06","111.34","110.58","6.45M","0.15%"
"02/15/2022","110.60","109.94","110.60","109.72","6.01M","0.99%"
"02/14/2022","109.52","109.66","109.99","109.11","8.95M","0.19%"
"02/11/2022","109.31","109.90","110.60","108.84","10.13M","0.19%"
"02/10/2022","109.10","108.79","109.62","108.01","6.12M","0.80%"
"02/09/2022","108.23","107.85","108.98","107.61","6.41M","0.00%"
"02/08/2022","108.23","107.04","108.23","106.82","5.84M","0.47%"
"02/07/2022","107.72","107.77","108.24","107.32","7.65M","-0.28%"
"02/04/2022","108.02","107.43","108.22","106.22","5.45M","0.23%"
"02/03/2022","107.77","108.04","108.30","107.11","5.11M","0.07%"
"02/02/2022","107.69","109.09","109.20","107.52","7.86M","-1.34%"
"02/01/2022","109.15","108.24","109.15","107.95","7.45M","1.08%"
"01/31/2022","107.98","107.29","108.46","107.04","11.57M","0.37%"
"01/28/2022","107.58","107.74","108.80","107.00","7.70M","-0.57%"
"01/27/2022","108.20","108.26","108.85","107.50","11.30M","0.75%"
"01/26/2022","107.39","107.43","108.54","106.83","9.20M","1.00%"
"01/25/2022","106.33","103.42","106.64","103.15","10.35M","2.16%"
"01/24/2022","104.08","104.49","104.66","102.65","9.97M","-0.59%"
"01/21/2022","104.70","104.46","105.73","104.28","7.87M","-0.19%"
"01/20/2022","104.90","104.57","105.79","104.34","9.18M","0.82%"
"01/19/2022","104.05","103.85","104.65","103.64","4.80M","1.17%"
"01/18/2022","102.85","102.27","103.08","101.81","6.18M","0.26%"
"01/17/2022","102.58","102.54","102.91","102.09","3.73M","-0.48%"
"01/14/2022","103.07","101.60","103.07","101.09","6.04M","1.50%"
"01/13/2022","101.55","101.20","102.32","101.03","7.13M","-0.35%"
"01/12/2022","101.91","100.30","101.92","100.15","5.14M","1.81%"
"01/11/2022","100.10","98.13","100.10","98.01","8.93M","1.70%"
"01/10/2022","98.43","97.96","98.74","97.28","6.11M","-0.27%"
"01/07/2022","98.70","97.79","98.70","97.28","9.23M","0.87%"
"01/06/2022","97.85","97.64","98.49","97.41","7.41M","0.77%"
"01/05/2022","97.10","99.29","99.70","97.10","14.33M","-2.48%"
"01/04/2022","99.57","100.46","100.48","99.26","7.87M","-0.36%"
"01/03/2022","99.93","101.49","102.24","99.55","9.63M","-0.86%"
"12/30/2021","100.80","100.81","101.45","100.29","3.40M","0.55%"
"12/29/2021","100.25","101.24","101.35","99.94","7.34M","-0.80%"
"12/28/2021","101.06","101.83","101.83","100.59","7.17M","-0.53%"
"12/27/2021","101.60","101.40","101.80","100.95","5.27M","0.74%"
"12/23/2021","100.85","101.60","101.60","100.71","5.05M","-0.57%"
"12/22/2021","101.43","101.70","101.79","100.44","7.26M","0.01%"
"12/21/2021","101.42","101.89","101.94","101.10","6.27M","0.42%"
"12/20/2021","101.00","101.98","101.98","100.40","9.66M","-2.04%"
"12/17/2021","103.10","103.38","103.80","102.50","9.28M","-1.25%"
"12/16/2021","104.41","104.50","104.88","103.62","9.00M","1.17%"
"12/15/2021","103.20","102.70","104.10","101.67","6.69M","0.49%"
"12/14/2021","102.70","104.59","105.10","102.44","5.75M","-0.77%"
"12/13/2021","103.50","103.90","105.41","103.46","8.55M","-0.22%"
"12/10/2021","103.73","103.60","104.24","103.25","5.77M","1.56%"
"12/09/2021","102.14","103.37","103.48","101.90","7.13M","-1.98%"
"12/08/2021","104.20","103.85","104.54","103.31","6.09M","0.55%"
"12/07/2021","103.63","104.50","104.50","103.12","7.16M","0.61%"
"12/06/2021","103.00","101.98","103.57","101.68","9.26M","1.66%"
"12/03/2021","101.32","100.86","102.84","100.15","11.46M","0.89%"
"12/02/2021","100.43","98.45","100.43","98.30","11.75M","3.44%"
"12/01/2021","97.09","99.26","100.18","96.91","14.18M","-1.28%"
"11/30/2021","98.35","98.59","99.19","96.32","11.31M","-0.67%"
"11/29/2021","99.01","99.64","100.20","98.74","7.10M","0.63%"
"11/26/2021","98.39","99.39","99.39","97.60","10.40M","-3.53%"
"11/25/2021","101.99","101.01","102.46","100.77","8.61M","1.32%"
"11/24/2021","100.66","99.14","101.17","98.51","15.89M","0.66%"
"11/23/2021","100.00","99.17","100.00","97.88","12.46M","1.79%"
"11/22/2021","98.24","99.53","100.65","98.23","8.72M","-1.04%"
"11/19/2021","99.27","98.79","100.02","98.34","8.39M","0.63%"
"11/18/2021","98.65","99.37","99.87","98.14","10.52M","-0.60%"
"11/17/2021","99.25","101.50","101.54","98.50","8.64M","-1.11%"
"11/16/2021","100.36","102.73","102.85","100.12","9.48M","-1.73%"
"11/12/2021","102.13","103.30","103.87","101.73","7.57M","-1.37%"
"11/11/2021","103.55","103.54","104.50","103.23","12.87M","1.50%"
"11/10/2021","102.02","101.26","103.29","101.06","9.35M","0.62%"
"11/09/2021","101.39","100.98","102.63","100.95","9.32M","0.56%"
"11/08/2021","100.83","100.12","101.75","100.10","7.16M","0.02%"
"11/05/2021","100.81","100.50","101.57","100.38","7.11M","1.16%"
"11/04/2021","99.65","101.52","101.52","98.87","14.73M","-2.30%"
"11/03/2021","102.00","100.80","102.82","100.14","15.58M","0.47%"
"11/01/2021","101.52","100.76","102.07","100.41","11.15M","1.85%"
"10/29/2021","99.68","101.99","102.04","99.47","10.63M","-0.92%"
"10/28/2021","100.61","101.84","103.20","100.61","7.57M","-1.75%"
"10/27/2021","102.40","103.15","104.13","101.96","9.46M","0.15%"
"10/26/2021","102.25","103.37","103.64","102.20","11.08M","-2.20%"
"10/25/2021","104.55","103.74","105.24","102.96","23.25M","2.17%"
"10/22/2021","102.33","102.46","103.77","98.88","27.09M","-1.27%"
"10/21/2021","103.65","104.49","105.31","101.62","15.08M","-2.58%"
"10/20/2021","106.40","107.19","107.78","105.90","9.99M","-0.37%"
"10/19/2021","106.80","108.33","108.87","105.72","18.75M","-2.86%"
"10/18/2021","109.95","108.80","110.53","108.42","7.64M","-0.24%"
"10/15/2021","110.22","109.05","110.37","108.67","10.72M","1.15%"
"10/14/2021","108.97","109.45","109.45","108.32","6.56M","-0.25%"
"10/13/2021","109.24","108.03","109.86","107.68","9.43M","1.38%"
"10/11/2021","107.75","108.66","109.60","107.75","5.31M","-0.59%"
"10/08/2021","108.39","107.82","110.05","107.62","6.58M","1.85%"
"10/07/2021","106.42","106.73","107.20","106.27","8.62M","0.05%"
"10/06/2021","106.37","104.71","106.43","103.97","13.11M","0.24%"
"10/05/2021","106.12","106.23","107.48","105.81","11.27M","-0.06%"
"10/04/2021","106.18","107.51","107.52","105.74","6.66M","-2.13%"
"10/01/2021","108.49","107.01","108.70","106.95","8.02M","1.88%"
"09/30/2021","106.49","107.35","108.05","106.43","9.05M","-0.32%"
"09/29/2021","106.83","106.88","107.74","106.13","7.33M","0.94%"
"09/28/2021","105.83","108.57","108.82","105.71","10.84M","-2.81%"
"09/27/2021","108.89","108.93","110.40","107.85","9.02M","-0.13%"
"09/24/2021","109.03","108.61","109.19","108.13","7.90M","-0.52%"
"09/23/2021","109.60","108.27","109.99","108.12","12.51M","1.49%"
"09/22/2021","107.99","107.60","109.00","107.47","14.98M","2.10%"
"09/21/2021","105.77","105.30","106.71","104.77","12.49M","0.95%"
"09/20/2021","104.77","105.25","105.66","103.44","15.86M","-2.21%"
"09/17/2021","107.14","109.18","109.18","106.92","9.21M","-2.10%"
"09/16/2021","109.44","109.77","110.12","109.04","7.89M","-1.12%"
"09/15/2021","110.68","111.74","111.74","110.32","7.20M","-0.91%"
"09/14/2021","111.70","112.02","112.83","111.41","7.81M","-0.37%"
"09/13/2021","112.12","111.68","112.65","111.05","8.03M","2.04%"
"09/10/2021","109.88","112.30","112.45","109.88","13.87M","-1.46%"
"09/09/2021","111.51","109.55","112.22","108.10","13.77M","2.23%"
"09/08/2021","109.08","113.19","113.27","108.82","16.06M","-3.88%"
"09/06/2021","113.48","112.00","113.61","111.73","5.94M","1.24%"
"09/03/2021","112.09","113.01","113.21","111.23","8.60M","-0.05%"
"09/02/2021","112.15","114.14","114.14","112.11","5.84M","-2.31%"
"09/01/2021","114.80","114.15","115.45","113.55","5.20M","0.63%"
"08/31/2021","114.08","114.98","115.57","113.35","5.87M","-0.87%"
"08/30/2021","115.08","115.75","115.82","114.79","5.99M","-0.95%"
"08/27/2021","116.18","114.65","116.18","114.51","4.81M","1.85%"
"08/26/2021","114.07","115.66","116.25","114.07","6.59M","-1.78%"
"08/25/2021","116.14","115.11","116.14","114.66","4.82M","0.44%"
"08/24/2021","115.63","114.55","115.89","114.24","6.92M","2.28%"
"08/23/2021","113.05","113.65","113.94","112.59","4.76M","-0.53%"
"08/20/2021","113.65","111.49","113.87","111.37","7.58M","0.71%"
"08/19/2021","112.85","110.82","113.17","110.00","12.33M","0.70%"
"08/18/2021","112.06","113.06","114.36","112.06","14.24M","-1.14%"
"08/17/2021","113.35","114.30","114.60","111.89","13.29M","-1.12%"
"08/16/2021","114.63","116.18","116.18","114.21","9.79M","-1.66%"
"08/13/2021","116.56","116.45","116.68","115.35","5.52M","0.60%"
"08/12/2021","115.87","117.29","117.29","115.87","7.64M","-1.19%"
"08/11/2021","117.26","117.49","118.08","116.18","5.90M","-0.26%"
"08/10/2021","117.57","118.50","118.82","117.39","5.77M","-0.48%"
"08/09/2021","118.14","117.79","118.92","117.58","6.10M","-0.08%"
"08/06/2021","118.24","117.40","118.59","116.91","5.13M","1.12%"
"08/05/2021","116.93","118.24","118.89","116.46","9.26M","-0.03%"
"08/04/2021","116.96","118.21","118.51","116.38","6.48M","-1.49%"
"08/03/2021","118.73","117.79","119.05","116.13","6.80M","0.96%"
"08/02/2021","117.60","118.88","119.80","117.60","8.12M","0.42%"
"07/30/2021","117.11","119.65","120.24","117.10","8.33M","-3.00%"
"07/29/2021","120.73","121.42","121.69","120.13","3.52M","-0.59%"
"07/28/2021","121.45","120.90","121.90","120.20","8.15M","1.41%"
"07/27/2021","119.76","120.74","120.74","118.90","4.67M","-1.19%"
"07/26/2021","121.20","120.32","121.42","120.32","3.63M","0.83%"
"07/23/2021","120.20","121.33","121.36","119.62","4.07M","-1.01%"
"07/22/2021","121.43","121.08","121.60","120.60","2.20M","0.26%"
"07/21/2021","121.12","120.65","121.28","120.46","4.18M","0.43%"
"07/20/2021","120.60","119.38","120.84","118.88","6.96M","0.72%"
"07/19/2021","119.74","119.50","119.91","118.64","6.49M","-1.16%"
"07/16/2021","121.15","123.01","123.14","121.04","5.64M","-1.34%"
"07/15/2021","122.80","123.23","124.07","122.08","3.96M","-0.54%"
"07/14/2021","123.47","124.30","124.71","123.20","6.37M","0.12%"
"07/13/2021","123.32","122.20","123.50","121.61","5.54M","0.44%"
"07/12/2021","122.78","121.44","122.95","121.34","3.85M","1.76%"
"07/08/2021","120.66","120.03","121.13","119.55","5.49M","-1.32%"
"07/07/2021","122.28","121.50","122.37","120.43","4.43M","1.65%"
"07/06/2021","120.30","121.50","121.56","120.05","5.74M","-1.37%"
"07/05/2021","121.97","122.58","122.58","121.66","4.44M","-0.66%"
"07/02/2021","122.78","121.71","122.86","121.22","6.80M","1.70%"
"07/01/2021","120.73","122.12","122.29","120.20","6.44M","-0.89%"
"06/30/2021","121.81","121.87","122.34","121.34","4.42M","-0.41%"
"06/29/2021","122.31","122.55","122.59","121.33","5.28M","-0.11%"
"06/28/2021","122.45","122.57","123.22","121.80","5.94M","-0.04%"
"06/25/2021","122.50","124.93","124.93","121.76","5.25M","-1.63%"
"06/24/2021","124.53","124.74","124.74","123.91","3.70M","0.80%"
"06/23/2021","123.54","123.82","124.95","123.25","4.93M","-0.23%"
"06/22/2021","123.82","123.76","124.61","122.90","4.57M","-0.33%"
"06/21/2021","124.23","123.22","124.51","123.11","4.92M","0.78%"
"06/18/2021","123.27","123.39","123.88","122.61","4.71M","0.15%"
"06/17/2021","123.09","124.21","124.96","122.72","5.28M","-0.91%"
"06/16/2021","124.22","125.38","125.38","123.42","7.22M","-0.77%"
"06/15/2021","125.18","125.17","125.33","124.32","4.46M","0.02%"
"06/14/2021","125.15","125.29","126.14","124.71","5.34M","0.54%"
"06/11/2021","124.48","125.57","125.57","123.76","4.49M","-0.42%"
"06/10/2021","125.00","125.36","125.59","124.35","5.07M","0.10%"
"06/09/2021","124.88","124.91","125.92","124.37","5.37M","0.14%"
"06/08/2021","124.71","125.50","125.81","124.35","6.62M","-0.83%"
"06/07/2021","125.75","124.80","126.22","124.56","5.56M","0.56%"
"06/04/2021","125.05","124.46","125.18","124.16","4.72M","0.30%"
"06/02/2021","124.67","123.51","124.67","123.21","7.37M","1.09%"
"06/01/2021","123.33","122.49","123.50","122.49","7.09M","1.72%"
"05/31/2021","121.25","120.84","121.25","120.28","4.71M","0.44%"
"05/28/2021","120.72","119.75","120.89","119.53","5.99M","0.94%"
"05/27/2021","119.59","119.46","119.83","118.79","6.04M","0.29%"
"05/26/2021","119.24","118.94","119.58","118.79","4.72M","0.71%"
"05/25/2021","118.40","119.89","119.97","118.05","5.70M","-0.72%"
"05/24/2021","119.26","118.26","119.50","117.96","5.79M","1.06%"
"05/21/2021","118.01","118.01","118.13","117.10","5.17M","0.08%"
"05/20/2021","117.91","118.05","118.14","117.48","4.83M","-0.08%"
"05/19/2021","118.01","117.07","118.54","116.94","4.84M","-0.15%"
"05/18/2021","118.19","118.09","118.88","117.74","5.46M","-0.10%"
"05/17/2021","118.31","117.07","118.41","117.06","5.28M","0.91%"
"05/14/2021","117.24","117.18","117.56","116.38","5.05M","1.03%"
"05/13/2021","116.04","115.61","116.82","115.28","7.59M","0.67%"
"05/12/2021","115.27","116.86","117.09","114.84","9.24M","-2.42%"
"05/11/2021","118.13","116.00","118.13","115.61","6.54M","0.85%"
"05/10/2021","117.14","117.75","118.07","117.13","6.07M","-0.27%"
"05/07/2021","117.46","115.76","117.46","115.68","4.69M","1.76%"
"05/06/2021","115.43","114.97","115.45","114.54","7.73M","0.24%"
"05/05/2021","115.15","114.05","115.29","113.73","7.25M","1.66%"
"05/04/2021","113.27","114.80","114.80","113.16","8.94M","-1.23%"
"05/03/2021","114.68","115.30","115.38","113.94","5.41M","0.24%"
"04/30/2021","114.40","114.78","115.59","114.33","6.03M","-0.80%"
"04/29/2021","115.32","116.63","116.88","115.14","9.10M","-0.93%"
"04/28/2021","116.40","115.48","116.69","115.37","8.86M","1.41%"
"04/27/2021","114.78","116.02","116.49","114.45","6.17M","-1.01%"
"04/26/2021","115.95","116.73","116.73","115.15","5.22M","-0.02%"
"04/23/2021","115.97","115.58","116.27","115.35","6.15M","0.89%"
"04/22/2021","114.95","116.40","116.43","114.65","8.62M","-0.46%"
"04/20/2021","115.48","116.10","116.68","115.29","5.91M","-0.74%"
"04/19/2021","116.34","116.46","117.35","116.00","13.29M","-0.10%"
"04/16/2021","116.46","115.92","116.75","115.60","5.29M","0.22%"
"04/15/2021","116.20","116.16","116.78","115.50","8.11M","0.52%"
"04/14/2021","115.60","114.92","116.26","114.90","7.21M","0.81%"
"04/13/2021","114.67","114.16","115.00","113.50","7.14M","0.24%"
"04/12/2021","114.40","113.77","114.56","113.65","5.09M","1.23%"
"04/09/2021","113.01","113.20","114.18","112.75","5.67M","-0.65%"
"04/08/2021","113.75","113.30","114.49","112.97","7.18M","0.50%"
"04/07/2021","113.18","112.76","113.86","112.25","8.16M","-0.08%"
"04/06/2021","113.27","113.14","113.74","112.70","5.28M","0.05%"
"04/05/2021","113.21","111.92","113.21","111.82","7.57M","2.29%"
"04/01/2021","110.68","112.33","112.65","110.56","7.63M","-1.20%"
"03/31/2021","112.02","112.37","112.83","111.47","8.45M","-0.36%"
"03/30/2021","112.43","110.43","112.70","110.36","8.81M","1.32%"
"03/29/2021","110.96","109.84","111.24","109.76","5.80M","0.62%"
"03/26/2021","110.28","109.41","111.11","109.00","9.49M","0.82%"
"03/25/2021","109.38","107.73","109.79","106.69","10.03M","1.40%"
"03/24/2021","107.87","109.50","110.55","107.76","8.57M","-1.05%"
"03/23/2021","109.02","110.02","111.29","108.74","6.76M","-1.51%"
"03/22/2021","110.69","110.78","111.14","109.32","7.55M","-0.90%"
"03/19/2021","111.70","110.86","112.10","110.30","5.64M","1.09%"
"03/18/2021","110.50","111.57","112.37","110.00","9.84M","-1.38%"
"03/17/2021","112.05","109.07","112.38","108.98","8.49M","2.15%"
"03/16/2021","109.69","110.28","110.61","109.00","6.73M","-0.88%"
"03/15/2021","110.66","109.21","110.66","109.21","6.73M","0.89%"
"03/12/2021","109.68","109.61","110.09","108.90","9.66M","-0.70%"
"03/11/2021","110.45","109.59","110.75","108.93","12.78M","1.68%"
"03/10/2021","108.63","107.60","108.68","105.70","11.06M","1.34%"
"03/09/2021","107.19","106.19","108.50","105.20","12.62M","1.75%"
"03/08/2021","105.35","108.76","110.22","105.35","15.60M","-5.03%"
"03/05/2021","110.93","108.33","111.09","108.04","15.20M","2.17%"
"03/04/2021","108.57","107.39","110.18","107.07","13.00M","1.32%"
"03/03/2021","107.16","107.00","108.40","103.38","18.10M","-0.32%"
"03/02/2021","107.50","104.99","108.23","103.16","21.49M","1.47%"
"03/01/2021","105.94","107.41","108.24","105.94","9.91M","0.33%"
"02/26/2021","105.59","108.40","109.21","105.59","13.78M","-1.80%"
"02/25/2021","107.53","111.50","112.14","107.51","10.15M","-3.53%"
"02/24/2021","111.46","111.57","111.79","110.26","10.29M","0.63%"
"02/23/2021","110.76","109.47","111.02","108.77","11.76M","2.32%"
"02/22/2021","108.25","109.99","110.11","107.47","26.83M","-4.89%"
"02/19/2021","113.82","113.98","114.75","113.35","7.26M","-0.69%"
"02/18/2021","114.61","115.75","116.25","114.01","8.33M","-1.08%"
"02/17/2021","115.86","114.53","116.01","114.34","5.36M","0.70%"
"02/12/2021","115.05","114.29","115.26","113.66","6.64M","0.13%"
"02/11/2021","114.90","114.73","115.80","114.05","8.34M","0.86%"
"02/10/2021","113.92","115.28","115.28","113.45","9.29M","-0.86%"
"02/09/2021","114.91","114.91","115.46","113.78","3.46M","-0.23%"
"02/08/2021","115.18","115.41","116.32","114.60","3.92M","-0.55%"
"02/05/2021","115.82","115.33","116.59","114.90","8.10M","1.05%"
"02/04/2021","114.62","115.58","116.12","114.37","8.04M","-0.55%"
"02/03/2021","115.25","114.40","115.78","114.30","10.53M","1.23%"
"02/02/2021","113.85","114.50","115.35","113.25","8.35M","0.70%"
"02/01/2021","113.06","112.65","113.50","111.33","7.53M","2.26%"
"01/29/2021","110.56","113.09","114.03","110.55","11.36M","-3.45%"
"01/28/2021","114.51","111.28","114.90","111.28","10.57M","3.20%"
"01/27/2021","110.96","111.70","113.45","110.53","9.38M","-1.00%"
"01/26/2021","112.08","112.91","114.69","111.70","8.01M","-0.97%"
"01/22/2021","113.18","112.22","113.50","111.70","7.59M","-0.55%"
"01/21/2021","113.81","114.98","115.66","113.27","6.95M","-1.24%"
"01/20/2021","115.24","116.70","116.90","114.18","6.83M","-0.66%"
"01/19/2021","116.00","117.38","117.53","114.73","8.07M","-0.46%"
"01/18/2021","116.54","116.71","118.11","116.48","6.89M","0.66%"
"01/15/2021","115.78","117.50","117.69","115.66","8.90M","-2.44%"
"01/14/2021","118.68","118.27","119.29","117.84","5.19M","1.12%"
"01/13/2021","117.36","119.44","119.44","116.42","10.32M","-1.75%"
"01/12/2021","119.45","118.79","119.93","118.57","6.68M","0.70%"
"01/11/2021","118.62","119.05","120.15","117.81","9.15M","-1.48%"
"01/08/2021","120.40","118.49","120.66","117.72","11.96M","1.71%"
"01/07/2021","118.37","114.86","118.37","114.86","9.25M","3.33%"
"01/06/2021","114.55","114.56","116.40","114.34","9.09M","-0.12%"
